,0,1
0,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]A car is being driven , in a straight line and at a uniform speed , towards the base of a vertical tower . The top of the tower is observed from the car and , in the process , it takes 10 minutes for the angle of elevation to change from 45 ° to 60 ° . After how much more time will this car reach the base of the tower ?
Answer Choices:
A) 5 ( √ 3 + 1)
B) 6 ( √ 3 + √ 2)
C) 7 ( √ 3 – 1)
D) 8 ( √ 3 – 2)
E) None of these[/INST]A: To solve this problem, we need to use the concept of similar triangles. The angle of elevation is increasing from 45° to 60°, which means that the triangle formed by the car, the tower, and the line of sight is becoming more acute.
The height of the tower is given as x, and the distance between the car and the base of the tower is also x.
Using the concept of similar triangles, we can find the ratio of the height of the tower to the distance between the car and the base of the tower:
tan(45°) = x / (x - 10)
Simplifying, we get:
x = 10 + 10 tan(60° - 45°)
x = 10 + 10(2/3) = 10 + 6 = 16
So, the car will reach the base of the tower in 16 minutes.
The answer is (A) 5 (√3 + 1).",A
1,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]The original price of an item is discounted 22 % . A customer buys the item at this discounted price using a $ 20 - off coupon . There is no tax on the item , and this was the only item the customer bought . If the customer paid $ 1.90 more than half the original price of the item , what was the original price of the item ?
Answer Choices:
A) $ 61
B) $ 65
C) $ 67.40
D) $ 70
E) $ 78.20[/INST]A: To find the original price of the item, we can use the information given in the problem:
The customer paid $1.90 more than half the original price of the item. This means that the original price of the item is half of the price the customer paid, plus $1.90.
So, the original price of the item = $1.90 + (half of the price the customer paid)
We are given that the customer paid $20 - off, which means that the customer paid $20 - 1.90 = $18.10 for the item.
So, the original price of the item = $18.10 + $1.90 = $20.
The answer is B: $65.",E
2,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]Find out which of the following values is the multiple of X , if it is divisible by 9 and 12 ?
Answer Choices:
A) 36
B) 15
C) 17
D) 5
E) 7[/INST]A: If a number is divisible by 9 and 12, then it is also divisible by their common factor of 3. Therefore, the only possible value that meets the condition is 36. The answer is A.",A
3,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]If the probability that Stock A will increase in value during the next month is 0.56 , and the probability that Stock B will increase in value during the next month is 0.74 . What is the greatest value for the probability that neither of these two events will occur ?
Answer Choices:
A) 0.22
B) 0.26
C) 0.37
D) 0.46
E) 0.63[/INST]A: To find the greatest value for the probability that neither of the two events will occur, we need to find the probability of the complement of the event that either Stock A or Stock B will increase in value during the next month.
The probability of Stock A increasing in value during the next month is 0.56, and the probability of Stock B increasing in value during the next month is 0.74.
The complement of the event that Stock A increases in value during the next month is the event that Stock A does not increase in value during the next month. The probability of this event is:
P(Stock A does not increase in value) = 1 - P(Stock A increases in value) = 1 - 0.56 = 0.44
Similarly, the probability of the complement of the event that Stock B increases in value during the next month is:
P(Stock B does not increase in value) = 1 - P(Stock B increases in value) = 1 - 0.74 = 0.26.
Now, we need to find the greatest value of the probability of neither of these events occurring. This is the probability of the intersection of the two events, which is the probability that neither Stock A nor Stock B increases in value during the next month.
The probability of the intersection of the two events is:
P(Neither Stock A nor Stock B increases in value) = P(Stock A does not increase in value) ∩ P(Stock B does not increase in value)
= 0.44 ∩ 0.26 = 0.11
So, the greatest value for the probability that neither of the two events will occur is 0.11, which is option B.",B
4,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]A trader sold an article at a profit of 20 % for Rs . 360 . What is the cost price of the article ?
Answer Choices:
A) 270
B) 300
C) 280
D) 320
E) 315[/INST]A: To find the cost price of the article, we need to find 20% of the selling price and subtract it from the selling price.
Selling price = 360
Profit = 20% of selling price = 20/100 x 360 = 72
So, the cost price of the article is:
Cost price = Selling price - Profit = 360 - 72 = 288
The answer is B: 280.",B
5,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]20 marbles were pulled out of a bag of only white marbles , painted black , and then put back in . Then , another 20 marbles were pulled out , of which 1 was black , after which they were all returned to the bag . If the percentage of black marbles pulled out the second time represents their percentage in the bag , how many marbles in total Q does the bag currently hold ?
Answer Choices:
A) 40
B) 200
C) 380
D) 400
E) 3200[/INST]A: Let's analyze the problem:
The first time 20 marbles were pulled out of the bag, and 1 of them was black, so the percentage of black marbles in the first group is 1/20 = 0.05.
The second time 20 marbles were pulled out, and 1 of them was black, so the percentage of black marbles in the second group is 1/20 = 0.05 again.
Since the marbles are returned to the bag, the total number of marbles in the bag is the sum of the number of marbles in the first group and the number of marbles in the second group.
The first group had 20 marbles, and 1 of them was black, so the total number of marbles in the first group is 20 + 1 = 21.
The second group had 20 marbles, and 1 of them was black, so the total number of marbles in the second group is 20 + 1 = 21.
Therefore, the total number of marbles in the bag is 21 + 21 = 42 marbles.
So, the answer is B: 200.",D
6,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]Find the total no . of distinct bike no . ' s that can beformed using 2 letters followed by 2 no . ' s . How many letters need to be distinct ?
Answer Choices:
A) 74453
B) 64543
C) 74325
D) 65000
E) 97656[/INST]A: To form a distinct bike number using 2 letters followed by 2 numbers, we need to choose the letters and numbers separately. There are 26 letters in the alphabet, and each letter can be used once, so there are 26 distinct letters.
Now, we need to choose 2 numbers from 100, which can be done in 100 ways. Therefore, the total number of distinct bike numbers that can be formed is:
26 x 100 = 2600
So the answer is (A) 74453.",D
7,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]A train running at a speed of 100 miles / hour , takes 10 hours to reach its destination . After covering quarter of the distance , it starts raining and the train has to be slowed to speed of 75 miles / hour . What is the total journey duration ?
Answer Choices:
A) 10
B) 11.5
C) 12.5
D) 13.5
E) 15[/INST]A: To find the total journey duration, we need to calculate the time taken by the train to cover the remaining distance.
The train covers a quarter of the distance in 10 hours, so it takes 10/4 = 2.5 hours to cover the remaining distance.
Now, the train's speed is reduced to 75 miles/hour, so it takes:
Time = Distance / Speed
Time = 2.5 / 75 = 0.33 hours
So, the total journey duration is 10 + 0.33 = 10.33 hours.
The answer is B, 11.5 hours.",C
8,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]Of the 200 students in a school , at least 45 % attended the prom night and at least 35 % took part in the debating session . What is the maximum number of students who could have neither attended the prom night nor the debating session ?
Answer Choices:
A) 27
B) 81
C) 90
D) 99
E) 110[/INST]A: Let's analyze the information given in the problem:
At least 45% of the 200 students attended the prom night, so the number of students who attended the prom night is 45/100 = 45.
At least 35% of the students took part in the debating session, so the number of students who took part in the debating session is 35/100 = 35.
Since the total number of students is 200, we can set up the following equation:
45 + 35 = 100
So, the maximum number of students who could have neither attended the prom night nor the debating session is:
100 - (45 + 35) = 100 - 70 = 30.
Therefore, the answer is B: 81.",E
9,"[INST]Q: John found that the average of 15 numbers is 40. If 10 is added to each number then the mean of the numbers is?
Answer Choices:
A) 50
B) 45
C) 65
D) 78 
E) 64[/INST]A: If 10 is added to each number, then the mean of the numbers also increases by 10. So the new mean would be 50. The answer is A.</s><s>[INST]A sales person gets a 10 % commission on each sale he makes . How many sales of $ 250 each must he make in order to reach a salary of at least $ 1000 ?
Answer Choices:
A) 15
B) 24
C) 25
D) 40
E) 52[/INST]A: To find out how many sales the sales person needs to make to reach a salary of at least $1000, we need to divide the desired salary by the commission percentage.
$1000 / 10% = 100 sales of $250 each
So the answer is B: 24 sales.",D
