examples
"{'question': 'Take the last letters of each words in ""Byron Lawrence Cole Bryce"" and concatenate them.', 'answer': 'neee'}"
"{'question': 'Take the last letters of each words in ""Charlie Alan Julio Marc"" and concatenate them.', 'answer': 'enoc'}"
"{'question': 'Take the last letters of each words in ""Tyrone Ivan Alexis Don"" and concatenate them.', 'answer': 'ensn'}"
"{'question': 'Take the last letters of each words in ""Vincent Kelvin Cory Gloria"" and concatenate them.', 'answer': 'tnya'}"
"{'question': 'Take the last letters of each words in ""Elias Eva Felix Matthew"" and concatenate them.', 'answer': 'saxw'}"
"{'question': 'Take the last letters of each words in ""Joy Todd Maya Kim"" and concatenate them.', 'answer': 'ydam'}"
"{'question': 'Take the last letters of each words in ""José Roman Ken Janet"" and concatenate them.', 'answer': 'énnt'}"
"{'question': 'Take the last letters of each words in ""Howard Bruce Noel Juliana"" and concatenate them.', 'answer': 'dela'}"
"{'question': 'Take the last letters of each words in ""Wesley Mandy Edgar Michele"" and concatenate them.', 'answer': 'yyre'}"
"{'question': 'Take the last letters of each words in ""Peggy Stacey Christine Juan"" and concatenate them.', 'answer': 'yyen'}"
"{'question': 'Take the last letters of each words in ""Joan Dwayne Ernest Whitney"" and concatenate them.', 'answer': 'nety'}"
"{'question': 'Take the last letters of each words in ""Irma Lorenzo Sofia Priscilla"" and concatenate them.', 'answer': 'aoaa'}"
"{'question': 'Take the last letters of each words in ""Adriana Trevor Nikki Cassie"" and concatenate them.', 'answer': 'arie'}"
"{'question': 'Take the last letters of each words in ""Angela Johanna Miranda Rogelio"" and concatenate them.', 'answer': 'aaao'}"
"{'question': 'Take the last letters of each words in ""Abel Jess Marlene Ben"" and concatenate them.', 'answer': 'lsen'}"
"{'question': 'Take the last letters of each words in ""El Alicia Paola Lola"" and concatenate them.', 'answer': 'laaa'}"
"{'question': 'Take the last letters of each words in ""Harry Kara Judith Andrea"" and concatenate them.', 'answer': 'yaha'}"
"{'question': 'Take the last letters of each words in ""Santiago Adrian Jeanne Travis"" and concatenate them.', 'answer': 'ones'}"
"{'question': 'Take the last letters of each words in ""Katherine Ernesto Anita Melissa"" and concatenate them.', 'answer': 'eoaa'}"
"{'question': 'Take the last letters of each words in ""Ruben Seth Kay Tyler"" and concatenate them.', 'answer': 'nhyr'}"
"{'question': 'Take the last letters of each words in ""Pedro Marina Carolina Monica"" and concatenate them.', 'answer': 'oaaa'}"
"{'question': 'Take the last letters of each words in ""Kayla Alejandro Veronica Jill"" and concatenate them.', 'answer': 'aoal'}"
"{'question': 'Take the last letters of each words in ""Heidi Elizabeth Russell Kat"" and concatenate them.', 'answer': 'ihlt'}"
"{'question': 'Take the last letters of each words in ""Karina Eddie Lidia Dominique"" and concatenate them.', 'answer': 'aeae'}"
"{'question': 'Take the last letters of each words in ""Marcela Gregory Andre Willie"" and concatenate them.', 'answer': 'ayee'}"
"{'question': 'Take the last letters of each words in ""Jaime Gary Kris Cassandra"" and concatenate them.', 'answer': 'eysa'}"
"{'question': 'Take the last letters of each words in ""Ignacio Marisol Chad Brandi"" and concatenate them.', 'answer': 'oldi'}"
"{'question': 'Take the last letters of each words in ""Cindy Briana Rob Iris"" and concatenate them.', 'answer': 'yabs'}"
"{'question': 'Take the last letters of each words in ""Gabe Eduardo Gabby Kurt"" and concatenate them.', 'answer': 'eoyt'}"
"{'question': 'Take the last letters of each words in ""Sebastian Neil Beto Paula"" and concatenate them.', 'answer': 'nloa'}"
"{'question': 'Take the last letters of each words in ""Tiffany Lee Amanda Yesenia"" and concatenate them.', 'answer': 'yeaa'}"
"{'question': 'Take the last letters of each words in ""Jim Brian Jose Grace"" and concatenate them.', 'answer': 'mnee'}"
"{'question': 'Take the last letters of each words in ""Celia Lina Dee Leo"" and concatenate them.', 'answer': 'aaeo'}"
"{'question': 'Take the last letters of each words in ""Olga Vicente Joe Antonio"" and concatenate them.', 'answer': 'aeeo'}"
"{'question': 'Take the last letters of each words in ""Zachary Allison Frances Tina"" and concatenate them.', 'answer': 'ynsa'}"
"{'question': 'Take the last letters of each words in ""Richard Donald Garrett Jan"" and concatenate them.', 'answer': 'ddtn'}"
"{'question': 'Take the last letters of each words in ""Cheryl Rich Armando Brendan"" and concatenate them.', 'answer': 'lhon'}"
"{'question': 'Take the last letters of each words in ""Katy Teresa Nick Diane"" and concatenate them.', 'answer': 'yake'}"
"{'question': 'Take the last letters of each words in ""Graciela Lourdes Kyle Ann"" and concatenate them.', 'answer': 'asen'}"
"{'question': 'Take the last letters of each words in ""Nelly Alexandra Antonia Marlon"" and concatenate them.', 'answer': 'yaan'}"
"{'question': 'Take the last letters of each words in ""Luisa Barbara Evelyn George"" and concatenate them.', 'answer': 'aane'}"
"{'question': 'Take the last letters of each words in ""Allen Emma Brittany Emilio"" and concatenate them.', 'answer': 'nayo'}"
"{'question': 'Take the last letters of each words in ""Elijah Natalia Dennis Shirley"" and concatenate them.', 'answer': 'hasy'}"
"{'question': 'Take the last letters of each words in ""Edith Rosie Dina Aaron"" and concatenate them.', 'answer': 'hean'}"
"{'question': 'Take the last letters of each words in ""Yvonne Blanca Craig Dani"" and concatenate them.', 'answer': 'eagi'}"
"{'question': 'Take the last letters of each words in ""Rudy Natalie Dorothy Victoria"" and concatenate them.', 'answer': 'yeya'}"
"{'question': 'Take the last letters of each words in ""Kaitlyn Marty Anne Nora"" and concatenate them.', 'answer': 'nyea'}"
"{'question': 'Take the last letters of each words in ""Adan Jose Luis Sergio Debbie"" and concatenate them.', 'answer': 'nsoe'}"
"{'question': 'Take the last letters of each words in ""Margaret Deborah Stephen Frank"" and concatenate them.', 'answer': 'thnk'}"
"{'question': 'Take the last letters of each words in ""Alexander Emily Leonardo Flor"" and concatenate them.', 'answer': 'ryor'}"
"{'question': 'Take the last letters of each words in ""Zach Claire Tania Isabella"" and concatenate them.', 'answer': 'heaa'}"
"{'question': 'Take the last letters of each words in ""Blake Chuck Martin Paul"" and concatenate them.', 'answer': 'eknl'}"
"{'question': 'Take the last letters of each words in ""Humberto Dan Fred Taylor"" and concatenate them.', 'answer': 'ondr'}"
"{'question': 'Take the last letters of each words in ""Ramon Frankie Amber Ray"" and concatenate them.', 'answer': 'nery'}"
"{'question': 'Take the last letters of each words in ""Lucas Carl Tracey Valerie"" and concatenate them.', 'answer': 'slye'}"
"{'question': 'Take the last letters of each words in ""Danny Sammy Fredy Dave"" and concatenate them.', 'answer': 'yyye'}"
"{'question': 'Take the last letters of each words in ""Yolanda Elisa Anna Ashley"" and concatenate them.', 'answer': 'aaay'}"
"{'question': 'Take the last letters of each words in ""Julie Darryl Will Jackie"" and concatenate them.', 'answer': 'elle'}"
"{'question': 'Take the last letters of each words in ""Rick Jessie Eddy Brent"" and concatenate them.', 'answer': 'keyt'}"
"{'question': 'Take the last letters of each words in ""Darlene Jean Enrique Mitchell"" and concatenate them.', 'answer': 'enel'}"
"{'question': 'Take the last letters of each words in ""Elmer Tatiana Orlando Allan"" and concatenate them.', 'answer': 'raon'}"
"{'question': 'Take the last letters of each words in ""Laurie Austin Ingrid Gilbert"" and concatenate them.', 'answer': 'endt'}"
"{'question': 'Take the last letters of each words in ""Julian Scott Gonzalo Esteban"" and concatenate them.', 'answer': 'nton'}"
"{'question': 'Take the last letters of each words in ""Irene Maricela Estela Bobby"" and concatenate them.', 'answer': 'eaay'}"
"{'question': 'Take the last letters of each words in ""Joey Mariah Claudia Nelson"" and concatenate them.', 'answer': 'yhan'}"
"{'question': 'Take the last letters of each words in ""Maurice Isaiah Trey Edwin"" and concatenate them.', 'answer': 'ehyn'}"
"{'question': 'Take the last letters of each words in ""Vicky Lucia Freddy Abraham"" and concatenate them.', 'answer': 'yaym'}"
"{'question': 'Take the last letters of each words in ""Louis Laura Joann Nathan"" and concatenate them.', 'answer': 'sann'}"
"{'question': 'Take the last letters of each words in ""Chase Sally Shaun Hunter"" and concatenate them.', 'answer': 'eynr'}"
"{'question': 'Take the last letters of each words in ""Gabriel John Jerome Keith"" and concatenate them.', 'answer': 'lneh'}"
"{'question': 'Take the last letters of each words in ""Fidel Lorena Rhonda Israel"" and concatenate them.', 'answer': 'laal'}"
"{'question': 'Take the last letters of each words in ""Elaine Arthur Destiny Sheila"" and concatenate them.', 'answer': 'erya'}"
"{'question': 'Take the last letters of each words in ""Peter Jo Annette Mimi"" and concatenate them.', 'answer': 'roei'}"
"{'question': 'Take the last letters of each words in ""Cameron Araceli Rosy Wanda"" and concatenate them.', 'answer': 'niya'}"
"{'question': 'Take the last letters of each words in ""Cesar Gabriela Marvin Cristina"" and concatenate them.', 'answer': 'rana'}"
"{'question': 'Take the last letters of each words in ""Charlotte Mason Melinda Deb"" and concatenate them.', 'answer': 'enab'}"
"{'question': 'Take the last letters of each words in ""Mary Martha Ethan Caroline"" and concatenate them.', 'answer': 'yane'}"
"{'question': 'Take the last letters of each words in ""Lily Rachel Domingo Brooke"" and concatenate them.', 'answer': 'yloe'}"
"{'question': 'Take the last letters of each words in ""Rafael Nadia Faith Nicholas"" and concatenate them.', 'answer': 'lahs'}"
"{'question': 'Take the last letters of each words in ""Ty Leon Nicolas Carrie"" and concatenate them.', 'answer': 'ynse'}"
"{'question': 'Take the last letters of each words in ""Sandy Jorge Bonnie Damian"" and concatenate them.', 'answer': 'yeen'}"
"{'question': 'Take the last letters of each words in ""Samuel Courtney Kelly Glenn"" and concatenate them.', 'answer': 'lyyn'}"
"{'question': 'Take the last letters of each words in ""Manny Adam Marcos Mari"" and concatenate them.', 'answer': 'ymsi'}"
"{'question': 'Take the last letters of each words in ""Daniela Christian Bryan Rachael"" and concatenate them.', 'answer': 'annl'}"
"{'question': 'Take the last letters of each words in ""Devin Shelby Reyna Rolando"" and concatenate them.', 'answer': 'nyao'}"
"{'question': 'Take the last letters of each words in ""Maggie Helen Sherry Derrick"" and concatenate them.', 'answer': 'enyk'}"
"{'question': 'Take the last letters of each words in ""Junior Kenneth Nancy Glenda"" and concatenate them.', 'answer': 'rhya'}"
"{'question': 'Take the last letters of each words in ""Mike Joyce Lupe Karla"" and concatenate them.', 'answer': 'eeea'}"
"{'question': 'Take the last letters of each words in ""Aurora Lori Patty Shawn"" and concatenate them.', 'answer': 'aiyn'}"
"{'question': 'Take the last letters of each words in ""James Lindsey Olivia Steven"" and concatenate them.', 'answer': 'syan'}"
"{'question': 'Take the last letters of each words in ""Caitlin Jackson Beverly Alvaro"" and concatenate them.', 'answer': 'nnyo'}"
"{'question': 'Take the last letters of each words in ""Raquel Lydia Henry Max"" and concatenate them.', 'answer': 'layx'}"
"{'question': 'Take the last letters of each words in ""Josefina Lisa Raul Kathryn"" and concatenate them.', 'answer': 'aaln'}"
"{'question': 'Take the last letters of each words in ""Kristin Christy Cristian Tammy"" and concatenate them.', 'answer': 'nyny'}"
"{'question': 'Take the last letters of each words in ""Dawn Tanya Ronnie Amy"" and concatenate them.', 'answer': 'naey'}"
"{'question': 'Take the last letters of each words in ""Megan Douglas Oscar Jeffrey"" and concatenate them.', 'answer': 'nsry'}"
"{'question': 'Take the last letters of each words in ""Erika Ian Pablo Esther"" and concatenate them.', 'answer': 'anor'}"
"{'question': 'Take the last letters of each words in ""Roger Donna Mitch Mia"" and concatenate them.', 'answer': 'raha'}"
"{'question': 'Take the last letters of each words in ""Abigail Derek Bradley Becky"" and concatenate them.', 'answer': 'lkyy'}"
"{'question': 'Take the last letters of each words in ""Jacqueline Maureen Octavio Ted"" and concatenate them.', 'answer': 'enod'}"
"{'question': 'Take the last letters of each words in ""Clara Annie Regina Brett"" and concatenate them.', 'answer': 'aeat'}"
"{'question': 'Take the last letters of each words in ""Fabian Nicole Ana Joseph"" and concatenate them.', 'answer': 'neah'}"
"{'question': 'Take the last letters of each words in ""Joanne Mercedes Morgan Abby"" and concatenate them.', 'answer': 'esny'}"
"{'question': 'Take the last letters of each words in ""Kerry Theresa Ross Fabiola"" and concatenate them.', 'answer': 'yasa'}"
"{'question': 'Take the last letters of each words in ""Kimberly Colleen Kevin Vanessa"" and concatenate them.', 'answer': 'ynna'}"
"{'question': 'Take the last letters of each words in ""María Sue Leticia Josh"" and concatenate them.', 'answer': 'aeah'}"
"{'question': 'Take the last letters of each words in ""Brad Logan Oliver Edward"" and concatenate them.', 'answer': 'dnrd'}"
"{'question': 'Take the last letters of each words in ""Crystal Robin Patricia Pete"" and concatenate them.', 'answer': 'lnae'}"
"{'question': 'Take the last letters of each words in ""Karen Erin Marta Jay"" and concatenate them.', 'answer': 'nnay'}"
